AUTHOR.01	Books	谷川流	谷川流
AUTHOR.02	Books	宮崎柊羽	宮崎柊羽
AUTHOR.03	Books	高橋弥七郎	高橋弥七郎
AUTHOR.04	Books	時雨沢恵一	時雨沢恵一
AUTHOR.05	Books	上遠野浩平	上遠野浩平
AUTHOR.06	Books	ヤマグチノボル	ヤマグチノボル
AUTHOR.07	Books	宮部みゆき	宮部みゆき
CATEGORY.01	Books	カレンダー		886928
CATEGORY.02	Books	コミック		466280
NOVEL.01	Books	ガガガ文庫	ガガガ文庫
NOVEL.02	Books	ルルル文庫	ルルル文庫
NOVEL.03	Books	スニーカー文庫		526264
NOVEL.04	Books	電撃文庫		1062004
NOVEL.05	Books	富士見ファンタジア文庫		1061998
NOVEL.06	Books	ファミ通文庫		1061934
NOVEL.07	Books	スーパーダッシュ文庫		516594
