LABEL.01	Music	ランティス	ランティス
LABEL.02	Music	キングレコード	キングレコード	562060
LABEL.03	Music	エイベックス	エイベックス	562060
LABEL.04	Music	ビクター	ビクター	562060
SINGER.01	Music	KOTOKO	KOTOKO
SINGER.02	Music	yozuca*	yozuca*
SINGER.03	Music	Suara	Suara
SINGER.04	Music	佐藤ひろ美	佐藤ひろ美
SINGER.05	Music	橋本みゆき	橋本みゆき
SINGER.06	Music	米倉千尋	米倉千尋
SINGER.07	Music	奥井雅美	奥井雅美
SINGER.08	Music	Little Non	Little Non
SINGER.09	Music	See-Saw	See-Saw
